SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
uglify-js.js~669179-669192:27-9,uglify-js.js~664902-664909:9-9,6,127,116,:anonymous,make_node,benchmarks/uglify-js.js~669185-669187:32624770-32624846,
uglify-js.js~666972-667291:44-9,<builtin>~1-1:1-1,1434,300,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~666977:32512065-32512094,
uglify-js.js~664136-664146:30-9,<builtin>~1-1:1-1,72,127,16,:anonymous,String.prototype.slice,benchmarks/uglify-js.js~664140:32378596-32378626,
uglify-js.js~660131-660141:5-5,<builtin>~1-1:1-1,4992,244,18,first_in_statement,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~660135:32215620-32215642,
uglify-js.js~668691-669023:25-9,<builtin>~1-1:1-1,120,3528,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~668891:32609159-32609189,
uglify-js.js~667905-668002:25-9,<builtin>~1-1:1-1,36,694,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~667924:32560433-32560461,
<builtin>~1-1:1-1,uglify-js.js~666586-666588:27-13,954,12,16,Function.prototype.call,:anonymous,<builtin>~1:0,
uglify-js.js~196740-196743:28-7,lodash.templateSources[60]~1-13:1-2,1,51,10,result,:program,benchmarks/uglify-js.js~196741:7480055-7480107,
uglify-js.js~665060-665130:51-17,uglify-js.js~664365-664369:15-9,144,1088,45,scanner,info,benchmarks/uglify-js.js~665091-665096:32420305-32420599,
uglify-js.js~666854-666857:28-13,uglify-js.js~666854-666857:28-13,30,77,77,:anonymous,:anonymous,benchmarks/uglify-js.js~666856:32507061-32507097,
uglify-js.js~669017-669022:13-13,uglify-js.js~659921-659923:5-5,1122,58,8,fuzzy_eval,return_false,benchmarks/uglify-js.js~669020:32616751-32616766,
<builtin>~1-1:1-1,uglify-js.js~178695-178704:19-1,1,27,157,Function.prototype.apply,:=>,<builtin>~1:0,
<function>~3-3:8-128,<function>~3-3:8-128,2044,8,78,AST_SimpleStatement,AST_SimpleStatement,<function>~3:32-152,
uglify-js.js~663687-663693:9-9,uglify-js.js~663266-663268:13-9,96,52,19,print_braced_empty,:anonymous,benchmarks/uglify-js.js~663689-663691:32361376-32361495,
