SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
babel-minify.js~303371-303379:3-3,babel-minify.js~303381-303385:3-3,20100,66,44,_append,_maybeIndent,benchmarks/babel-minify.js~303374:13458809-13458830,
babel-minify.js~76786-76821:40-3,babel-minify.js~76776-76778:29-3,355,218,76,parseBlockOrModuleBlockBody,isValidDirective,benchmarks/babel-minify.js~76798:2405119-2405145,
<builtin>~1-1:1-1,babel-minify.js~332832-332851:3-3,84,12,89,Function.prototype.call,switchConsequent,<builtin>~1:0,
babel-minify.js~180930-181003:7-7,<builtin>~1-1:1-1,3,306,7,evaluate,Math.sqrt,benchmarks/babel-minify.js~180960:6981838-6981847,
babel-minify.js~331387-331408:9-9,babel-minify.js~2436-2438:10-5,132,138,34,enter,get,benchmarks/babel-minify.js~331396:14194920-14194944,
babel-minify.js~15453-15466:1-1,babel-minify.js~67025-67035:1-1,66,87,152,isForXStatement,shallowEqual,benchmarks/babel-minify.js~15461:426656-426693,
babel-minify.js~325186-325515:7-7,babel-minify.js~307671-307679:1-1,6,1420,47,enter,find,benchmarks/babel-minify.js~325330:14028143-14028176,
babel-minify.js~138010-138051:1-1,babel-minify.js~312709-312730:1-1,10,627,285,transformFile,merge,benchmarks/babel-minify.js~138035:5148908-5148994,
babel-minify.js~139516-139669:18-1,babel-minify.js~139529-139535:3-3,5,218,13,:=>,defaultZero,benchmarks/babel-minify.js~139663-139665:5195887-5195973,
babel-minify.js~75261-75434:26-3,babel-minify.js~76067-76083:26-3,15,1295,113,parseExprAtom,parseExprList,benchmarks/babel-minify.js~75393:2360208-2360271,
<builtin>~1-1:1-1,lodash.templateSources[50]~1-15:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
babel-minify.js~329681-329683:9-9,babel-minify.js~329605-329671:5-5,1140,42,313,Scopable,mangleScope,benchmarks/babel-minify.js~329682:14149162-14149192,
babel-minify.js~332303-332322:3-3,babel-minify.js~308500-308559:1-1,36,209,412,earlyContinueTransform,replaceWith,benchmarks/babel-minify.js~332320:14223150-14223196,
babel-minify.js~136984-137033:10-3,<builtin>~1-1:1-1,15,276,30,:=>,Array.prototype.values,benchmarks/babel-minify.js~137024-137030:5122329-5122509,
babel-minify.js~180610-180702:15-7,<builtin>~1-1:1-1,3,470,12,clock,Function.prototype.call,benchmarks/babel-minify.js~180685:6972469-6972504,
babel-minify.js~196740-196743:28-7,<builtin>~1-1:1-1,77,51,27,result,Function.prototype.apply,benchmarks/babel-minify.js~196741-196742:7480055-7480150,
<builtin>~1-1:1-1,babel-minify.js~333364-333400:7-7,1164,12,300,Function.prototype.call,CallExpression,<builtin>~1:0,
babel-minify.js~180507-180545:31-9,babel-minify.js~193648-193650:5-5,4,250,23,:anonymous,isObjectLike,benchmarks/babel-minify.js~180531:6966159-6966183,
babel-minify.js~329701-329736:5-5,<builtin>~1-1:1-1,1956,210,42,renameBindingIds,%ForInIteratorPrototype%.next,benchmarks/babel-minify.js~329704-329735:14149740-14150814,
babel-minify.js~137052-137057:1-1,<builtin>~1-1:1-1,15,154,43,mergeChain,Array.prototype.push,benchmarks/babel-minify.js~137055:5123283-5123320,
babel-minify.js~186794-186807:14-7,babel-minify.js~179736-179747:25-7,50,89,105,:anonymous,:anonymous,benchmarks/babel-minify.js~186802:7166443-7166480,
<builtin>~1-1:1-1,babel-minify.js~329284-329313:7-7,6588,12,107,Function.prototype.call,Identifier,<builtin>~1:0,
babel-minify.js~311345-311393:1-1,<builtin>~1-1:1-1,3132,440,33,_resolve,Array.prototype.indexOf,benchmarks/babel-minify.js~311346:13654942-13654963,
babel-minify.js~314053-314152:1-1,babel-minify.js~137865-137909:1-1,5,304,493,loadFullConfig,loadPrivatePartialConfig,benchmarks/babel-minify.js~314054:13731635-13731666,
babel-minify.js~329605-329671:5-5,babel-minify.js~133677-133685:3-3,1152,371,65,mangleScope,hasGlobal,benchmarks/babel-minify.js~329663:14148515-14148535,
babel-minify.js~332287-332301:3-3,babel-minify.js~332324-332408:3-3,18,182,317,earlyReturnTransform,genericEarlyExitTransform,benchmarks/babel-minify.js~332298:14222480-14222537,
babel-minify.js~74618-74653:29-3,<builtin>~1-1:1-1,350,250,43,parseBindingList,Array.prototype.push,benchmarks/babel-minify.js~74648:2335588-2335654,
babel-minify.js~308227-308250:1-1,<builtin>~1-1:1-1,96,184,42,getTypeAnnotationBindingConstantViolations,Array.prototype.push,benchmarks/babel-minify.js~308243:13573752-13573792,
babel-minify.js~328855-328875:3-3,babel-minify.js~311730-311748:1-1,66,125,79,removeOrVoid,remove,benchmarks/babel-minify.js~328873:14126257-14126269,
babel-minify.js~305572-305821:15-1,<builtin>~1-1:1-1,4812,1142,22,jsesc,RegExp.prototype.test,benchmarks/babel-minify.js~305761:13516575-13516604,
babel-minify.js~29974-29976:33-3,babel-minify.js~12168-12181:1-1,5520,24,59,:anonymous,isBreakStatement,benchmarks/babel-minify.js~29975:925715-925733,
babel-minify.js~308265-308318:1-1,babel-minify.js~311341-311343:1-1,6,224,28,inferAnnotationFromBinaryExpression,resolve,benchmarks/babel-minify.js~308268:13574461-13574486,
<builtin>~1-1:1-1,babel-minify.js~325186-325515:7-7,726,27,1285,Function.prototype.apply,enter,<builtin>~1:0,
<builtin>~1-1:1-1,lodash.templateSources[44]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
babel-minify.js~325894-325904:9-9,babel-minify.js~328810-328829:1-1,424,40,113,exit,removeUseStrict,benchmarks/babel-minify.js~325902:14045205-14045225,
<builtin>~1-1:1-1,babel-minify.js~137890-137892:31-3,5,31,24,Array.prototype.forEach,:=>,<builtin>~1:0,
babel-minify.js~304705-304712:1-1,babel-minify.js~303314-303322:3-3,1056,82,140,CallExpression,token,benchmarks/babel-minify.js~304709:13492738-13492752,
babel-minify.js~139814-139823:1-1,babel-minify.js~29974-29976:33-3,5520,74,24,isLabelIdentifier,:anonymous,benchmarks/babel-minify.js~139818-139820:5199168-5199222,
babel-minify.js~303480-303482:35-5,babel-minify.js~306742-306748:1-1,6,51,54,:=>,File,benchmarks/babel-minify.js~303481:13461455-13461483,
babel-minify.js~134083-134144:1-1,babel-minify.js~134113-134117:3-3,3158,159,47,Binding,clearValue,benchmarks/babel-minify.js~134099:5045566-5045582,
babel-minify.js~328438-328440:1-1,babel-minify.js~328521-328524:1-1,108,34,30,isArrayLike,isLength,benchmarks/babel-minify.js~328439:14116053-14116074,
babel-minify.js~29974-29976:33-3,babel-minify.js~12918-12931:1-1,18,24,59,:anonymous,isExportDefaultDeclaration,benchmarks/babel-minify.js~29975:925715-925733,
babel-minify.js~80310-80329:35-1,babel-minify.js~80308-80308:22-128,720,124,75,_isPatternMatchesPath,isNodeOfType,benchmarks/babel-minify.js~80325:2513392-2513436,
babel-minify.js~309732-310057:1-1,babel-minify.js~309692-309696:1-1,12,1961,37,_evaluate,deopt,benchmarks/babel-minify.js~309876:13614214-13614231,
babel-minify.js~332832-332851:3-3,babel-minify.js~2436-2438:10-5,6,96,34,switchConsequent,get,benchmarks/babel-minify.js~332839:14238702-14238716,
babel-minify.js~330065-330146:3-3,babel-minify.js~330049-330051:3-3,1680,358,39,canUseInReferencedScopes,hasBindingOrReference,benchmarks/babel-minify.js~330139:14161860-14161914,
babel-minify.js~329432-329553:5-5,babel-minify.js~139488-139493:1-1,6,107,71,collect,markEvalScopes,benchmarks/babel-minify.js~329441:14141296-14141326,
<builtin>~1-1:1-1,babel-minify.js~182993-182995:3-3,16,172,50,RegExp.prototype.[Symbol.replace],escapeStringChar,<builtin>~1:0,
babel-minify.js~330440-330460:9-9,babel-minify.js~2436-2438:10-5,221,137,34,exit,get,benchmarks/babel-minify.js~330445:14169983-14169999,
babel-minify.js~325458-325458:29-101,babel-minify.js~2436-2438:10-5,486,44,34,isObj,get,benchmarks/babel-minify.js~325458:14033116-14033135,
babel-minify.js~76067-76083:26-3,babel-minify.js~76085-76103:30-3,40,113,144,parseExprList,parseExprListItem,benchmarks/babel-minify.js~76079:2382450-2382507,
babel-minify.js~332832-332851:3-3,babel-minify.js~12393-12406:1-1,6,100,59,switchConsequent,isIfStatement,benchmarks/babel-minify.js~332839:14238702-14238733,
babel-minify.js~136984-137033:10-3,babel-minify.js~137059-137068:1-1,15,276,150,:=>,mergeChainOpts,benchmarks/babel-minify.js~137029:5122478-5122502,
babel-minify.js~330593-330610:7-7,<builtin>~1-1:1-1,12,290,17,NumericLiteral,String.prototype.lastIndexOf,benchmarks/babel-minify.js~330601:14174208-14174235,
babel-minify.js~332537-332626:5-5,babel-minify.js~332541-332555:22-9,66,412,79,convert,bail,benchmarks/babel-minify.js~332601:14230333-14230338,
babel-minify.js~330273-330366:10-3,<builtin>~1-1:1-1,76368,481,55,bfsTraverse,Array Iterator.prototype.next,benchmarks/babel-minify.js~330318:14166087-14166103,
babel-minify.js~308252-308263:1-1,<builtin>~1-1:1-1,114,53,23,getConstantViolationsBefore,Array.prototype.unshift,benchmarks/babel-minify.js~308254:13574008-13574039,
babel-minify.js~304280-304288:1-1,babel-minify.js~2436-2438:10-5,750,115,34,ConditionalExpression,get,benchmarks/babel-minify.js~304281:13482276-13482302,
babel-minify.js~304346-304487:8-7,babel-minify.js~11-32:11-11,1,327,112,:anonymous,__webpack_require__,benchmarks/babel-minify.js~304403:13485161-13485184,
