SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
typescript.js~563884-563925:9-9,typescript.js~563779-563883:9-9,781,354,503,declareModuleMember,declareSymbol,benchmarks/typescript.js~563917:26760619-26760710,
typescript.js~593441-593541:9-9,typescript.js~593366-593371:9-9,583,625,47,getSymbolOfEntityNameOrPropertyAccessExpression,isTypeReferenceIdentifier,benchmarks/typescript.js~593532:28536794-28536830,
typescript.js~607622-607635:9-9,typescript.js~618232-618238:9-9,6,82,60,transformSourceFile,readEmitHelpers,benchmarks/typescript.js~607629:29280534-29280558,
typescript.js~624835-625060:9-9,typescript.js~536715-536723:5-5,11,1762,64,verifyCompilerOptions,find,benchmarks/typescript.js~624948:30198238-30198324,
typescript.js~601168-601177:5-5,typescript.js~566999-567065:5-5,13254,71,171,aggregateTransformFlagsForNode,getTransformFlagsSubtreeExclusions,benchmarks/typescript.js~601173:28942002-28942049,
<function>~1-7:2-1,typescript.js~197631-197633:5-5,1,113,7,anonymous,noop,<function>~4:301-323,
typescript.js~607976-608027:9-9,typescript.js~598515-598518:5-5,18,270,37,transformClassLikeDeclarationToExpression,setEmitFlags,benchmarks/typescript.js~608020:29301019-29301063,
typescript.js~547405-547424:9-9,typescript.js~537201-537210:5-5,1060,150,79,add,insertSorted,benchmarks/typescript.js~547423:25933646-25933708,
typescript.js~573083-573089:9-9,<builtin>~1-1:1-1,760,104,30,isThislessFunctionLikeDeclaration,Array.prototype.every,benchmarks/typescript.js~573087:27302645-27302700,
typescript.js~604636-604650:9-9,typescript.js~600397-600407:5-5,36,164,88,visitFunctionDeclaration,visitFunctionBody,benchmarks/typescript.js~604643:29123803-29123851,
typescript.js~607688-607785:9-9,typescript.js~607919-607953:9-9,18,513,214,visitJavaScript,visitClassDeclaration,benchmarks/typescript.js~607693:29283796-29283822,
typescript.js~569807-569809:9-9,typescript.js~569798-569806:9-9,195,46,80,createAnonymousType,setStructuredTypeMembers,benchmarks/typescript.js~569808:27097976-27098125,
typescript.js~565395-565607:9-9,typescript.js~565097-565115:9-9,913,1191,126,bindWorker,bindBlockScopedDeclaration,benchmarks/typescript.js~565553:26848750-26848835,
typescript.js~571564-571568:9-9,<builtin>~1-1:1-1,19696,48,21,popTypeResolution,Array.prototype.pop,benchmarks/typescript.js~571566:27213731-27213759,
typescript.js~619548-619553:9-9,typescript.js~545032-545035:5-5,106,68,32,emitTypeLiteral,getEmitFlags,benchmarks/typescript.js~619550:29914934-29914954,
typescript.js~576317-576319:9-9,typescript.js~587770-587784:9-9,24,22,103,isGenericIndexType,maybeTypeOfKind,benchmarks/typescript.js~576318:27492894-27492977,
typescript.js~618711-618717:9-9,typescript.js~618776-618782:9-9,400,56,48,writeNode,print,benchmarks/typescript.js~618714:29876128-29876156,
typescript.js~184948-184951:5-5,typescript.js~195182-195184:5-5,32,57,41,baseGetAllKeys,keys,benchmarks/typescript.js~184949:7105008-7105023,
typescript.js~610507-610516:9-9,typescript.js~610520-610530:9-9,1218,68,72,onSubstituteNode,substituteIdentifier,benchmarks/typescript.js~610513:29445612-29445637,
typescript.js~546948-546951:5-5,typescript.js~546965-546975:5-5,35,36,60,getClassImplementsHeritageClauseElements,getHeritageClause,benchmarks/typescript.js~546949:25913135-25913202,
typescript.js~605113-605113:42-165,typescript.js~537317-537330:5-5,84,51,136,:anonymous,addRange,benchmarks/typescript.js~605113:29148912-29149007,
typescript.js~579600-579602:9-9,typescript.js~548797-548799:5-5,2097,55,24,isTypeReferenceWithGenericArguments,getObjectFlags,benchmarks/typescript.js~579601:27697538-27697560,
typescript.js~553276-553294:9-9,typescript.js~553409-553436:9-9,11,156,278,parseSourceFile,parseSourceFileWorker,benchmarks/typescript.js~553291:26201622-26201697,
typescript.js~543844-544253:9-9,typescript.js~543280-543284:5-5,57475,2308,53,scan,isIdentifierStart,benchmarks/typescript.js~544229:25785418-25785455,
typescript.js~606343-606348:9-9,typescript.js~600409-600691:5-5,42,83,5702,visitReturnStatement,visitEachChild,benchmarks/typescript.js~606347:29214920-29214960,
typescript.js~566695-566710:5-5,typescript.js~548100-548102:5-5,150,73,27,computeVariableStatement,hasModifier,benchmarks/typescript.js~566699:26913142-26913178,
typescript.js~587601-587615:9-9,typescript.js~537094-537109:5-5,422,114,86,isReadonlySymbol,some,benchmarks/typescript.js~587614:28184031-28184091,
typescript.js~587460-587519:9-9,typescript.js~574485-574487:9-9,84,399,33,checkFunctionExpressionOrObjectLiteralMethod,getSignaturesOfType,benchmarks/typescript.js~587498:28176752-28176790,
typescript.js~565395-565607:9-9,typescript.js~546381-546384:5-5,440,1191,39,bindWorker,getAssignmentDeclarationKind,benchmarks/typescript.js~565529:26847424-26847460,
typescript.js~604737-604740:9-9,typescript.js~600288-600310:5-5,12,75,131,visitVariableDeclaration,visitNode,benchmarks/typescript.js~604739:29128555-29128610,
typescript.js~574875-574898:9-9,typescript.js~576875-576965:9-9,7845,174,405,getReturnTypeFromAnnotation,getTypeFromTypeNode,benchmarks/typescript.js~574884:27409651-27409679,
typescript.js~573997-574005:9-9,typescript.js~569729-569731:9-9,3311,71,46,getPropertyOfObjectType,symbolIsValue,benchmarks/typescript.js~574001:27359494-27359514,
<function>~1-7:2-1,<builtin>~1-1:1-1,1,119,6,anonymous,Date.now,<function>~5:341-361,
typescript.js~621679-621710:9-9,typescript.js~621621-621623:9-9,18,147,33,makeUniqueName,isFileLevelUniqueName,benchmarks/typescript.js~621682:30009256-30009272,
typescript.js~564988-565024:9-9,typescript.js~564978-564987:9-9,132,281,70,bindModuleDeclaration,setExportContextFlag,benchmarks/typescript.js~564989:26816044-26816069,
typescript.js~544597-544599:5-5,<builtin>~1-1:1-1,359,22,8,createUnderscoreEscapedMap,Map,benchmarks/typescript.js~544598:25801040-25801054,
typescript.js~555486-555488:9-9,typescript.js~553717-553723:9-9,2739,28,39,parseTypeAnnotation,parseOptional,benchmarks/typescript.js~555487:26311142-26311175,
typescript.js~590249-590311:9-9,typescript.js~573181-573183:9-9,6965,487,33,checkFunctionOrMethodDeclaration,hasNonBindableDynamicName,benchmarks/typescript.js~590261:28341083-28341113,
typescript.js~597241-597247:5-5,typescript.js~595919-595923:5-5,156,59,49,createVariableStatement,createSynthesizedNode,benchmarks/typescript.js~597242:28739452-28739501,
typescript.js~557482-557488:9-9,typescript.js~556961-556979:9-9,176,55,128,parseFunctionBlockOrSemicolon,parseFunctionBlock,benchmarks/typescript.js~557487:26416466-26416509,
typescript.js~570460-570528:17-17,<builtin>~1-1:1-1,165,493,10,createAnonymousTypeNode,Map.prototype.set,benchmarks/typescript.js~570502:27144237-27144274,
