SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
terser.js~533700-533760:30-9,<builtin>~1-1:1-1,46,503,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~533726:25017919-25017946,
terser.js~528300-528315:26-13,terser.js~522922-522922:5-22,216,160,7,:anonymous,noop,benchmarks/terser.js~528309:24762569-24762584,
terser.js~531337-531440:29-13,terser.js~531481-531510:33-13,30,314,171,:anonymous,:anonymous,benchmarks/terser.js~531341:24903348-24903382,
terser.js~180825-180828:7-7,lodash.templateSources[46]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/terser.js~180827:6977092-6977168,
terser.js~528415-528421:32-13,terser.js~527495-527506:40-13,30,55,113,:anonymous,AST_Node.print,benchmarks/terser.js~528416:24766415-24766437,
terser.js~528972-528997:36-9,terser.js~527933-527936:9-9,627,250,19,:anonymous,colon,benchmarks/terser.js~528994:24789456-24789469,
terser.js~196740-196743:28-7,lodash.templateSources[50]~1-15:1-2,1,51,10,result,:program,benchmarks/terser.js~196741:7480055-7480107,
terser.js~534336-534381:25-9,terser.js~524172-524178:22-9,61,536,66,:anonymous,find_parent,benchmarks/terser.js~534338:25051150-25051183,
terser.js~531723-531725:29-13,terser.js~522923-522925:5-5,15,55,8,:anonymous,return_false,benchmarks/terser.js~531724:24918686-24918723,
terser.js~533109-533633:23-9,terser.js~529231-529233:17-9,930,2315,42,:anonymous,option,benchmarks/terser.js~533119:24988698-24988724,
terser.js~524654-524682:77-9,terser.js~524395-524423:9-9,5,283,357,read_regexp,token,benchmarks/terser.js~524678:24620772-24620794,
terser.js~532050-532082:46-21,terser.js~523209-523211:15-9,66,241,22,:anonymous,walk,benchmarks/terser.js~532055-532063:24934607-24935118,
terser.js~532458-532499:42-13,<builtin>~1-1:1-1,34273,398,18,tt,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~532460:24955859-24955884,
terser.js~530532-530693:13-13,terser.js~524169-524171:15-9,732,960,32,handle_if_return,self,benchmarks/terser.js~530533:24863177-24863193,
terser.js~524953-525146:38-9,terser.js~524928-524930:9-9,90,1067,36,statement,semicolon,benchmarks/terser.js~525123:24636732-24636742,
terser.js~196740-196743:28-7,lodash.templateSources[33]~1-13:1-2,1,51,10,result,:program,benchmarks/terser.js~196741:7480055-7480107,
<function>~3-3:8-164,<function>~3-3:8-164,290,8,102,AST_BlockStatement,AST_BlockStatement,<function>~3:32-188,
terser.js~525292-525320:25-9,terser.js~525640-525667:9-9,270,207,232,function_,_function_body,benchmarks/terser.js~525310:24644151-24644231,
terser.js~523133-523143:5-5,<builtin>~1-1:1-1,674,287,18,first_in_statement,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~523137:24542669-24542688,
terser.js~526826-526840:41-13,terser.js~526966-526971:31-9,2609,106,76,:anonymous,:anonymous,benchmarks/terser.js~526832:24702762-24702775,
terser.js~527281-527294:43-5,terser.js~527363-527365:40-5,4207,92,15,:anonymous,:anonymous,benchmarks/terser.js~527282:24722102-24722118,
terser.js~533798-534126:25-9,<builtin>~1-1:1-1,15,3834,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~533848:25024353-25024384,
terser.js~534734-534793:22-9,terser.js~529231-529233:17-9,1553,323,42,:anonymous,option,benchmarks/terser.js~534744:25071827-25071859,
terser.js~526686-526702:33-9,terser.js~524880-524890:9-9,30,108,114,maybe_conditional,next,benchmarks/terser.js~526690:24697447-24697452,
<builtin>~1-1:1-1,lodash.templateSources[94]~1-15:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
terser.js~528338-528344:9-9,terser.js~527790-527858:9-9,12,56,560,print_braced_empty,print,benchmarks/terser.js~528343:24763848-24763864,
terser.js~533798-534126:25-9,terser.js~529239-529252:29-9,10,3834,317,:anonymous,in_boolean_context,benchmarks/terser.js~533865:25025359-25025389,
terser.js~528910-528917:41-17,terser.js~522922-522922:5-22,305,59,7,:anonymous,noop,benchmarks/terser.js~528913:24785913-24785928,
terser.js~526057-526085:9-9,terser.js~526771-526785:26-9,35,245,95,template_string,expression,benchmarks/terser.js~526068:24674077-24674092,
terser.js~527044-527239:48-5,terser.js~522905-522913:5-5,11,190,259,:anonymous,defaults,benchmarks/terser.js~527045-527049:24711883-24711989,
terser.js~523007-523015:9-9,<builtin>~1-1:1-1,132,146,27,merge,Function.prototype.apply,benchmarks/terser.js~523012:24538410-24538437,
terser.js~527962-527974:41-17,<builtin>~1-1:1-1,234,172,18,tw,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~527964:24747197-24747222,
terser.js~523073-523076:5-5,<builtin>~1-1:1-1,5447,51,68,Dictionary,Object.create,benchmarks/terser.js~523074:24540572-24540590,
terser.js~529327-529334:40-13,terser.js~531985-531991:9-9,241,58,87,:anonymous,opt_AST_Lambda,benchmarks/terser.js~529331:24803356-24803382,
terser.js~193208-193210:5-5,terser.js~193589-193592:5-5,417,34,30,isArrayLike,isLength,benchmarks/terser.js~193209:7374870-7374891,
terser.js~523104-523106:15-9,terser.js~527431-527435:9-9,1356,128,37,each,collect,benchmarks/terser.js~523105:24541458-24541488,
terser.js~180825-180828:7-7,lodash.templateSources[69]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/terser.js~180827:6977092-6977168,
terser.js~526544-526555:9-9,<builtin>~1-1:1-1,15,94,22,mark_pure,RegExp.prototype.test,benchmarks/terser.js~526550:24692004-24692037,
terser.js~533798-534126:25-9,terser.js~529231-529233:17-9,145,3834,42,:anonymous,option,benchmarks/terser.js~533830:25023101-25023128,
